BINOMIAL,CITATION,CLASS,ORDER,FAMILY,GENUS,TSN,IUCN_ID,COMMON,IUCN_STATUS
Mustela nivalis,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,180554,14021,Least Weasel,LC
Mustela africana,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621946,14025,Amazon Weasel,LC
Mustela felipei,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621949,14026,Colombian Weasel,VU
Mustela strigidorsa,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621956,14027,Stripe-backed Weasel,LC
Mustela erminea,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,180555,29674,Ermine,LC
Mustela eversmanii,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,726280,29679,Steppe Polecat,LC
Mustela altaica,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621947,41653,Altai Weasel,NT
Mustela frenata,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,180556,41654,Long-tailed Weasel,LC
Mustela kathiah,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621950,41655,Yellow-bellied Weasel,LC
Mustela itatsi,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,726281,41656,Japanese Weasel,LC
Mustela nudipes,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621953,41657,Malay Weasel,LC
Mustela putorius,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621954,41658,European Polecat,LC
Mustela sibirica,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,621955,41659,Siberian Weasel,LC
Mustela subpalmata,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,726282,41660,Egyptian Weasel,LC
Neovison vison,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Neovison,726284,41661,American Mink,LC
Poecilogale albinucha,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Poecilogale,621957,41662,African Striped Weasel,LC
Pteronura brasiliensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Pteronura,621920,18711,Giant Otter,EN
Taxidea taxus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Taxidea,180565,41663,American Badger,LC
Vormela peregusna,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,MUSTELIDAE,Vormela,621958,29680,European Marbled Polecat,VU
Nandinia binotata,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,NANDINIIDAE,Nandinia,621980,41589,African Palm Civet,LC
Prionodon linsang,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PRIONODONTIDAE,Prionodon,622000,41705,Banded Linsang,LC
Prionodon pardicolor,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PRIONODONTIDAE,Prionodon,622001,41706,Spotted Linsang,LC
Unknown Coati_Raccoon, ,MAMMALIA,CARNIVORA,PROCYONIDAE, ,44,44,Unknown Coati_Raccoon,NE
Bassaricyon gabbii,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,621961,2609,Olingo,LC
Bassaricyon beddardi,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,621960,2610,Beddard's Olingo,LC
Bassaricyon lasius,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,621962,2611,Harris's Olingo,DD
Bassaricyon pauli,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,621963,2612,Chiriqui Olingo,DD
Bassaricyon alleni,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,621959,41678,Allen's Olingo,LC
Bassariscus sumichrasti,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassariscus,621965,2613,Cacomistle,LC
Bassariscus astutus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Bassariscus,180577,41680,Ringtail,LC
Nasua narica,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Nasua,552462,41683,White-nosed Coati,LC
Nasua narica,"NatureServe, 2002",MAMMALIA,CARNIVORA,PROCYONIDAE,Nasua,552462,41683,White-nosed Coati,LC
Nasua nasua,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Nasua,180579,41684,South American Coati,LC
Nasuella olivacea,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Nasuella,621966,14357,Mountain Coati,DD
Potos flavus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Potos,621964,41679,Kinkajou,LC
Procyon pygmaeus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,621972,18267,Pygmy Raccoon,CR
Procyon cancrivorus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,621967,41685,Crab-eating Raccoon,LC
Procyon lotor,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,180575,41686,Northern Raccoon,LC
Unknown Bear, ,MAMMALIA,CARNIVORA,URSIDAE, ,51,51,Unknown Bear,NE
Ailuropoda melanoleuca,"Colby Loucks, WWF",MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,621845,712,Giant Panda,EN
Helarctos malayanus,Wildlife Conservation Society,MAMMALIA,CARNIVORA,URSIDAE,Helarctos,621847,9760,Sun Bear,VU
Melursus ursinus,Wildlife Conservation Society,MAMMALIA,CARNIVORA,URSIDAE,Melursus,621848,13143,Sloth Bear,VU
Tremarctos ornatus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,URSIDAE,Tremarctos,621849,22066,Spectacled Bear,VU
Ursus maritimus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,URSIDAE,Ursus,180542,22823,Polar Bear,VU
Ursus thibetanus,Wildlife Conservation Society,MAMMALIA,CARNIVORA,URSIDAE,Ursus,621850,22824,Himalayan Black Bear,VU
Ursus americanus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,URSIDAE,Ursus,180544,41687,American Black Bear,LC
Ursus arctos,IUCN and Wildlife Conservation Society,MAMMALIA,CARNIVORA,URSIDAE,Ursus,180543,41688,Brown Bear,LC
Arctictis binturong,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Arctictis,621981,41690,Binturong,VU
Arctogalidia trivirgata,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Arctogalidia,621982,41691,Small-toothed Palm Civet,LC
Chrotogale owstoni,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Chrotogale,621976,4806,Owston's Civet,VU
Civettictis civetta,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Civettictis,621988,41695,African Civet,LC
Cynogale bennettii,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Cynogale,621977,6082,Sunda Otter Civet,EN
Diplogale hosei,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Diplogale,621978,6635,Hose's Civet,VU
Genetta abyssinica,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621989,8994,Ethiopian Genet,LC
Genetta johnstoni,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621992,8997,Johnston's Genet,VU
Genetta cristata,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,726259,8998,Crested Genet,VU
Genetta piscivora,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,726261,15628,Aquatic Genet,DD
Genetta angolensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621990,41696,Miombo Genet,LC
Genetta genetta,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621991,41698,Common Genet,LC
Genetta maculata,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621993,41699,Central African Large-spotted Genet,LC
Genetta servalina,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621994,41700,Servaline Genet,LC
Genetta thierryi,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621995,41701,Hausa Genet,LC
Genetta tigrina,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621996,41702,South African Large-spotted Genet,LC
Genetta victoriae,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,621997,41703,Giant Genet,LC
Genetta bourloni,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,726258,136223,Bourlon's Genet,NT
Genetta poensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,726262,136435,King Genet,DD
Genetta pardina,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Genetta,726260,136437,West African Large-spotted Genet,LC
Hemigalus derbyanus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Hemigalus,621979,41689,Banded Civet,VU
Macrogalidia musschenbroekii,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Macrogalidia,621983,12592,Sulawesi Palm Civet,VU
Paguma larvata,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Paguma,621984,41692,Masked Palm Civet,LC
Paradoxurus jerdoni,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Paradoxurus,621986,16104,Brown Palm Civet,LC
Paradoxurus hermaphroditus,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Paradoxurus,621985,41693,Common Palm Civet,LC
Paradoxurus zeylonensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Paradoxurus,621987,41694,Golden Palm Civet,VU
Poiana richardsonii,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Poiana,621999,41704,African Linsang,LC
Poiana leightoni,IUCN (International Union for the Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Poiana,726263,44165,Leighton's Linsang,DD
Viverra civettina,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,622002,23036,Malabar Civet,CR
Viverra megaspila,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,622003,41707,Large-spotted Civet,VU
Viverra tangalunga,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,622004,41708,Malay Civet,LC
Viverra zibetha,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,622005,41709,Large Indian Civet,NT
Viverricula indica,IUCN (International Union for Conservation of Nature),MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,622006,41710,Small Indian Civet,LC
Unknown Pig_Peccary, ,MAMMALIA,CETARTIODACTYLA, , ,60,60,Unknown Pig_Peccary,NE
Antilocapra americana,NatureServe,MAMMALIA,CETARTIODACTYLA,ANTILOCAPRIDAE,Antilocapra,180717,1677,Pronghorn,LC
Unknown Bovid, ,MAMMALIA,CETARTIODACTYLA,BOVIDAE, ,23,23,Unknown Bovid,NE
Addax nasomaculatus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Addax,625175,512,Addax,CR
Aepyceros melampus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Aepyceros,625076,550,Impala,LC
Alcelaphus buselaphus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,625077,811,Hartebeest,LC
Ammodorcas clarkei,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammodorcas,625084,1141,Dibatag,VU
Ammotragus lervia,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,180719,1151,Aoudad,VU
Antidorcas marsupialis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Antidorcas,625085,1676,Springbok,LC
Antilope cervicapra,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Antilope,552478,1681,Blackbuck,NT
Arabitragus jayakari,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Arabitragus,625145,9918,Arabian Tahr,EN
Beatragus hunteri,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Beatragus,898218,6234,Hirola,CR
Bison bonasus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bison,183836,2814,European Bison,VU
Bison bison,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bison,180706,2815,American Bison,NT
Bos javanicus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bos,552760,2888,Banteng,EN
Bos sauveli,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bos,183844,2890,Kouprey,CR
Bos gaurus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bos,183841,2891,Gaur,VU
Bos mutus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bos,898261,2892,Wild Yak,VU
Boselaphus tragocamelus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Boselaphus,552477,2893,Nilgai,LC
Bubalus depressicornis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bubalus,625121,3126,Lowland Anoa,EN
Bubalus mindorensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bubalus,625123,3127,Tamaraw,CR
Bubalus quarlesi,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bubalus,625124,3128,Mountain Anoa,EN
Bubalus arnee,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bubalus,898262,3129,Indian Water Buffalo,EN
Budorcas taxicolor,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Budorcas,625135,3160,Takin,VU
Capra aegagrus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,898264,3786,Wild Goat,VU
Capra falconeri,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625138,3787,Markhor,EN
Capra caucasica,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625136,3794,Western Tur,EN
Capra cylindricornis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625137,3795,Eastern Tur,NT
Capra nubiana,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625140,3796,Nubian Ibex,VU
Capra walie,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625143,3797,Walia Ibex,EN
Capra pyrenaica,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625141,3798,Iberian Wild Goat,LC
Capra ibex,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625139,42397,Alpine Ibex,LC
Capra sibirica,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capra,625142,42398,Siberian Ibex,LC
Capricornis swinhoei,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,898234,3810,Formosan Serow,LC
Capricornis crispus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,898230,3811,Japanese Serow,LC
Capricornis sumatraensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,898233,3812,Sumatran Serow,VU
Capricornis milneedwardsii,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,898231,3814,Southwest China Serow,NT
Capricornis rubidus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,898232,3815,Red Serow,NT
Capricornis thar,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Capricornis,898235,3816,Himalayan Serow,NT
Cephalophus adersi,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625160,4137,Aders' Duiker,CR
Cephalophus callipygus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625161,4138,Peters' Duiker,LC
Cephalophus dorsalis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625162,4139,Bay Duiker,LC
Cephalophus jentinki,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625164,4140,Jentink's Duiker,EN
Cephalophus leucogaster,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625165,4141,White-bellied Duiker,LC
Cephalophus natalensis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625168,4144,Natal Red Duiker,LC
Cephalophus niger,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,183850,4145,Black Duiker,LC
Cephalophus nigrifrons,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625169,4146,Black-fronted Duiker,LC
Cephalophus ogilbyi,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625170,4148,Ogilby's Duiker,LC
Cephalophus rufilatus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625172,4149,Red-flanked Duiker,LC
Cephalophus silvicultor,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,183849,4150,Yellow-backed Duiker,LC
Cephalophus spadix,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625173,4151,Abbott's Duiker,EN
Cephalophus weynsi,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625174,4152,Weyns' Duiker,LC
Cephalophus zebra,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,183851,4153,Zebra Duiker,VU
Cephalophus harveyi,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Cephalophus,625163,4154,Harvey's Duiker,LC
Connochaetes gnou,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Connochaetes,625078,5228,Black Wildebeest,LC
Connochaetes taurinus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Connochaetes,625079,5229,Common Wildebeest,LC
Damaliscus lunatus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Damaliscus,625082,6235,Topi,LC
Damaliscus pygargus,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Damaliscus,625080,30208,Blesbok/bontebok,LC
Dorcatragus megalotis,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Dorcatragus,625086,6793,Beira,VU
Eudorcas rufifrons,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Eudorcas,898221,8973,Red-fronted Gazelle,VU
Eudorcas thomsonii,IUCN (International Union for Conservation of Nature),MAMMALIA,CETARTIODACTYLA,BOVIDAE,Eudorcas,898223,8982,Thomson's Gazelle,NT
